apparence, aspect, photo ;hanus hanuu-n (2) ;hanue hanuu-n ;hanu. hanuu-n ;hanu, hanuu-n ;hanur hanuu-n 
Gyrocarpus amerteanus Jacq. ;wabwa (T) piwup (0) ;;wabwa / oka ;wabwa ;wabwa / oka 
Hernandta ovtgera L. ;;Pwalhuup ;pwaluup ;;pwaluup (Y) 
Hernandta zordigera Vieill. ;ce-cilak ;ce-yilek ;ce-cilek ;ce-yilek ;ce-yi lek 
Thaltassta hemprichit (Ehrb.) Asch., zoster ;phada (0) ;fada ;;;phada (Y) 
Hyperteum gramineum Labill. ;;curo ;;curo 
Teucrium inflatum Sw., losum Forst. ;T. vil- hmamuulip (2) kukucim (0) ;hmahmuulim ;;batahaa ;batehaa (Ww) phamuulim (Y) 
Plectranthus parvtflorus Willd. ;vhamuulip (0) ;hmamuulim ;famulip ;hmamuu Lim ;phamuulim 
clone rouge du précédent ;kutaa bealo (T) ;;;kuraa bealo 
Coleus sp. (diverses espéces ornementales) ;pataawa ;dooe ;dooce ;dooye ;phut 
Cryptocarya ellipttea Schltr. ;det ;det ;det ;det ;det 
Cassytha filtformis L. des dieux) ;(turban wé-n ga-n danu ;wa-n ga-n danu ;wa-n bwa-n danu ;wa-n bwa-n danu ;wé-n bwa-n janu 
Caesalpinta erista L. ;kathalo (0) ;karalo ;;karalo ;karalo (WwW) 
Cassta occidentalis L. ;;kali ;;kali ;kali
Castanospermum australts A. Cunn,. ;;kali ce-belep ;ce-belep ;ce-belep 
Intsta bijuga (Colebr.) 0. Kze. ;hata (0) 
Acacia sptrorbts Labill. ;hmeek (T) ;hmeek ;hmeek ;hmeek ;hmeek (W) maaak (Y) 
Acacia simplictfolta (L.£.)Druce ;hna taeo (0) ;duun ;;duun ;duun (Y) 
Sertanthes calyctna Benth., "flamboyant" ;ce-pupwaale (7) ce-bwajaning (0) ;ce-padang ;;ce-pada ;ce-vada 
Pithecolobtum fournter? Benth. ;pamovac ;pamovac ;;pamovac ;pamaac 
Pithecolobtum schlechteri Guil- laum., "mimosa de forét" ;kook ;kook ;kook ;kook ;“ kook 
Albtzzta granulosa (Labill.) Benth., "acacia noir de forét" ;kook Le kuc ;kook le kuc ;kook le kuc ;kook le kuc ;kook le kuc 
Leueaena glauca (L.) Benth. ;kook (T) ;kook ;;ce-knouleeng ;ce-kneuleeng (W) ce~khéuleeng (Y) 
Mimosa pudica L., "sensitive" ;ka-maauc (7) ;ce-khéuleeng ;ce-maauc ;ce-mac ;ce-mac (W) ce~mac / ce-maayim (Y) 
Entada phaseolotdes (L.) Merr. (= BE. scandens Benth.) ;wd-goa (7) ;wa-goa ;wa-goa ;w4-goa ;wé-goa (W) goa (Y) 
Erythrina indica L. ;dalep ;dalep ;dalep ;dalep ;dalep 
var. 4 petites feuilles ;deemen ;deemen ;megem ;deemen ;deemen (W) memek (Y) 
var. 6pineuse ;;da-ka-vaac ;;da-paac ;da-paac 
var. 4 grandes feuilles ;da-phacakuk (7) ;;;da~phayauk ;da-phayauk 
var. peuplier ;da-hwaaphwé ;da~hwaahwé ;;da-hwaamwe ;da-owe (W) da-hwaawe (Y) 
Abrus precatortus L. (graines rouges et noires ornementales) ;pilia ;jada ;pilia ;jada ;jada 
Cajanus cajam Schinz & Guil- laum., “ambrevade” ;ganak ;panulek ;ganak ;ganak ;ganak 
“haricots" (nom générique) ;pha (T) ;fa ;pmu ;pmu ;pmu (W) pho (y) 
Doltichos sp. ;phd kapuehna 
Conavalta obtustfolta DC. ;phi-dahlook ;#0 dahlook ;;pmu dalook ;phd janook (Y) 
Canavalta martttma (Aubl.) Thou. ;;fG Le kon ;;pmu le kon ;pha te kon (Y)
Vigna sp. ;;“f0 deve-hyo ;;pmu deve-hyo ;pmu dive-hyo (W) phd dive-hyo (Y) 
Phaseolus mungo L. ;;;;pmuren 
Phaseolus lathyrotdes ;;;;pan-ho-n ulek 
Phaseolus semi-erectus L. ;;;;;ce-pada pwe-n (Y) 
Crotalaria mucronata Desv. ;ce-gili pwe-n (T) ;ce-gili pwe-n ;;ce-gili pwe-n 
Derrts trifoltata Lour. ;jitalik ;jiralik ;dacip ;giralik ;giyalik (Y) 
Puerarta sp., "magnania" ;wa ;wa ;wa ;wa ;wa 
a) clones textiles et comes- tibles ;duu wa ;duu wa ;due-wa ;duu wa ;jue wa 
variété peu recherchée ;;;;wa-ceek 
variété trés recherchée ;;;;dayeng 
b) clones comestibles ;wabec ;wabec ;wabac ;wabac ;baac 
variété trés fibreuse ;;;;ba-do~dalep 
variété peu fibreuse ;;;;ba-cani 
Arthrocltanthus sp. ;;hyang ;;hyang ;hyang 
Desmodtum sp. ;ganak le we (0) ;;;;ganak le kon (Y) 
Desmodium adscendens ;;kamarat ;;kamarat ;kamarat 
Pterocarpus indicus Willd. (ar- bre introduit, planté pour om-— brager les cafés) ;;ce-kura ;;ce-kura ;ce-kura 
Légumineuse 4 gousse non comes- tible ;;parap ;;parap ;parap 
Smtlax purpurata Forst. ;daac (T) ;daac ;daac ;daac ;jaac 
grand Smilax ;vhakabut (0) 
Dianella intermedia Endl. ;hopwek (7) ;;hopwek ;hobwek ;howek 
Hugonta neocaledonica Vieill. ;w6-ceek (T) ;wa-ceek ;;;wé-kac
Fagraea schlechtert Gilg & ned., "bois pétrole”™ ;Be- guec ;guec ;guec ;guec ;guec 
Buddleya madagascariensis Lam. ;;;;wa-n barik ;wé-n barik 
Couthovta neocaledontea Gilg & Bened. ;yawo ;;;yap 
Hibiscus tiltaceus L., "bourao" A &corce comestible ;(f) (= jupe tra- jakhi ditionnelle des fem- mes) w6thén / pook (0) pook / jaht traditionnelle) ;(= jupe pook /jakni traditionnelle) ;(= jupe pook ;;pook 
Htbtscus abelmoschus L. ;pakeela ;paxeela ;pakeela ;paxeela ;paxeela 
Htbiscus manthot L., “épinard" (cultivé) ;nawanit (T) nooanit (0) ;nawanit ;Nawanit ;nawanit ;naonit 
Htbiscus rosa~stnensis L. ;dibang (2) diba (0) ;di luuny ;di luuc dibang ;dituuc ;di luuc 
Htbtseus sp. ;;dibang 
Thespesta populnea (L.) Soland., "bois de rose" ;;khaaveuc ;pwajatik ;;khaaveuc (Y) 
Urena Lobata L. (nemt et jawe Y= Triumfetta rhombotidea Jacq., TILIACEE) ;ucucu (T) ;ucu ;ucucu ;ucu ;ucu kac (W) waat (Y) 
Stda sp. ;bale (7) ;bale ;;bale ucu 
Stda sp. ;;tuawan 
Melastoma malabathrtcum L. (= M. denticulatum Labill.) ;hyaapijing (7) hyaapijin (0) ;hyaavi jing ;;hyaavi jing ;hyaavi jing 
Xylocarpus (= Carapa) granatum Koenig ;ce-tha (0) ;;;;damagic / kaavo hwa- hneny (Y)
Aglata elaeagnoidea Benth. ;;hyehyawak ;;ce-tep 
Dysoxylum sp. ;ibe (0) 
Artoearpus alttlts (Park.) Fosb., cin “arbre 4 pain" ;;cin ;cin cani ;cin pereup ;cin huu cin (Y) (W) 
Ficus sp., “banian" sans raci- nes aériennes ;thuk (T) ;thilic ;bo ;bo ;bo 
Pteus sp., "banian" 4 racines aériennes ;thuk (Tf) thilic (0) ;thilic ;thuk ;thuk ;thuk 
banian sp. ;thu-ceek (T) ;;;thu-yeek ;thu-yeek 
Fious sp. ;da-paik (7) ;;;da~vaik ;davaik (Y) 
Fieus proteus Bur. ;jabweek ;jabweek ;jabweek ;jabweek ;jabweek 
Fiteus webbtiana Miq. ;;;;hoxuun 
Fieus habrophylla ;fwe ;fwe ;fwe ;pwe (G) maajing (T, BC) ;hwa (Y) maajing (W) 
Ficus mtabtlts Bur. ;;ce-bang ;;ce~bang ;ce-bang 
Fieus versicolor ;ce-cihlaap ;ce-cihlaap ;;ce-cilaap 
Ficus sp. ;;;;;ce-iya (Y) 
Broussonetta papyrifera (L.) Vent. ;hava ;hava ;hava ;hava ;haa 
Pseudomorus brunoniana Bur. ;dihuut (T) can (0) ;dihuut ;dihuut ;diuut ;diuut / wé-jabweek (W) 
Malatsta tortuosa Blanco ;hnawak (0) 
Musa paradistaca L. subsp. sa- ptentum (L.) Kuntze, bananier cultivé, ancien ;pijing ;pijing ;pijing ;pijing ;pijing 
bananier cultivé, introduit ;saahmua ;saahmua ;saahmua ;saamua ;saamua 
Musa saptentum var. oleracea, bananier 4 rhizome comestible ;hweet ;hweet ;buuden ;hweet ;hweet 
Musa troglodytarum 8. Kurz. non daang Lour. (bananier fehi) ;;daang ;daang ;daang ;daang
Tapeinosperma sp. ;;inu ;;inu ;inu hyelu 
Maesa novo-caledontea Mez ;hyelu (7) ;hyelu ;hyelu ;hyelu 
Melaleuca quinquenervia (= M. Leucadendron L.),"niaouli" ;hyoonik ;hyoonik ;hyoonik ;hyoonik ;hyoonitk 
Eugenia malaeeensts L. gtum malaccense (L.) Merr. et Perr.), 'pommier canaque" ;(= Syzy- caak ;caak ;caak ;caak ;_ caak 
Eugenta pachycremastra Guillaum. ;;;;din ;din (#) 
Eugenta sp. ;ce-bang (T) ;;;ce-bang 
Piltocalyx sp. ;ce-caak (T) ;ce-yaak ;;ce-yaak ;ce-yaak 
Psidium g guajava L., "goyavier" ;guyaap (T) ;guyaap ;guyaap ;buyaap ;buyaap (W) guawa (Y) 
Metrostderos demonstrans ;ce-paac (T) ;ce~vaac ;ce-paac ;ce-vaac ;ce-vaac 
Xanthomyrtus hienghenensis ;;;;ce-dalu ;ce-dalu 
Baeckea pintfolta (Labill.) DC. (sert de balai) ;;;knaaget ;knaaget ;kaaget (W) 
Baeckea virgata (Forst.) Andr. ;hoony ;;;hoony o duet ;naoon 
Xanthostemon ciliatum Ndzu ;yao-bunu (0) ;;;pwaan — 
Ptsonta grandis R. ;Br. ;saahmua Le kuc ;;saamua le kuc 
Pisonia aculeata L. nia plumosa Labill., Apocyna- ;(cf. Alsto- thigic / cidon (0) ;;ce-thigic ;ce-rigic 
Xtmenta amertcana L.) elliptica Forst. ;(= X. dalagu (0) ;dalagu ;vitik 
Hydrocotyle astatica L. tella astatica (L.) Urb.) ;(= Cen- duu-pamo ;pamo ;pamo ;pamo ;pamo 
Jusstaea suffruticosa L. ;;hyoonik Le gala ;;u-yoonik ;u-hyoonik 
Oxalts cornteulata L. ;yatiye-ngangin (0) ;;;kan cawek ;ken cawek 
Cocos nuctfera L., cocotier ;hyep ;thep ;thep ;thep ;sep 
palmiers de forét ;;;;thep le kuc 
Pandanus cultivé ;that ;that ;that ;that ;that 
Pandanus du bord de mer ;thapoop (0) ;thawoop ¢k) ;;;wan (¥) 
Pandanus de creek ;mada ;;fip mayuk ;fi-mayuk ;mada 
Pandanus qu'on ne trouve que sur le mont Panié ;;;;thonye ;kelet (yY) 
Freyctnetia sp. ;mi (T) ;mi ;mi ;mi ;mi 
Passtflora laurtfolta L., “bomme~liane" ;;;;ca-wak ;ca-wék
Gettonoplestum cymosum A. Cunn. ;kaduk (7) kauk (0) ;kaduk ;kaduk ;kaduk ;kaduk 
Peperomia sp. ;du-we-watin (0) ;;;jabulan ;jabulan 
Piper austro-caledonicum DC. ;duun (T) duup. (0) ;duun o thep ;duun ;duun ;duun 
Pittosporum (Moortertt) ;fw hwatin (T) 
Polygonum sp. (dont on croque la graine) ;ciik (= "pou") ;ciik ;ctik ;ciik 
Polygonum subsessile R. ;Br. nge-n peena (T) ;vhayauk ;;phayaxuk ;phayauk 
Polygonum barbatum L. ;thaeat (0) ;;facakuk ;;phayauk 
Portulaca sp. ;ngahap (0) ;hahaap ;guo ;hahaap ;guo (Y) 
Potamogeton fluttans Roth ;;hic ;kaa-n aahoot ;;hic 
Kermadecta stnuata Brongn. & Gris ;jimwaak (7) ;jihmwaak ;jimwaak ;Jimwaak ;knonook (W) khdnook (Y) 
Stenocarpus umbellatus Schltr. ;ceda (0) ;;;wé-vaook 
Clematts glycynotdes DC. ;;;;wa-ningawec 
Colubrina astattca (L.) Brongn. ;du dala (0) ;daava 
Alphitonia neo-caledonica Guillaum. ;;;;ce-xat (= Argophyllum nitidum Forst., Saxifragacées) 
Rhizophora sp. ;jigo ;jigo ;jen ;jigo ;jen 
Crossostylis btflora ;;;dowaten ;doaren 
Brugutera ertopetala W. ;& Arn. ji-cani (0) ;duu-jigo / di-cani 
Rubus sp. ;diigoony ;diigoony ;diigoony ;diigoony ;diigoony 
“pécher" (introduit) ;peeny ;;;peec ;peec 
Morinda ettrtfolta L. ;hilec ;hilec ;hilec ;hilec ;hilec 
Atraetocarpus sp. ef. APOCYNACEES, Melodinus sean- dens Forst. ;;kh€vaac ;;knevaac 
Gardenia urvtllet Montr. ;hwiip le kuc ;hwitp le kuc ;hwiip le kuc ;hwiip le kuc ;hwiip te kuc 
Borrerta (= Spermacoce) laevis (Lam.) Griseb. (et) Oldenlandta erataeogonum Guillaum. ;pa-ngaayuk (T) ;pa-ngaayuk ;;pa-ngaayuk ;Ppa-ngaayuk 
Guettarda spectosa L. ;hwebwen ;hwebwen 
Morinda sp. ;;;;;thivayenuk (Y) 
Cttrus macroptera Montr. ;dongan (T) dogan (0) ;dogan ;dogan ;dogan ;dogan 
Murraya crenulata DC. ;;;ninigit ;ninigic ;ninigic (W) 
Achronychtia laevis Forst. ;geit ;geit ;geit ~ gexit ;geit ~ gexit ;gexit 
Meltcope trtphylla Merr. et Comptonella drupacea Labill. ;ce-kuuk ;ce~kuuk ;ce~kuuk ;ce-kuuk ;ce~xuic 
Mtcromelum minutum (Forst. £.) Seem. ;bipeena ;biveena ;bipeena ;biveena ;biveena
Santalum austro~caledonteum Vieill. ;thigewadn (0) ;thigewak ;;thigew&k 
Gutoa sp. ;obe (0) 
Cupantopsts (macrocarpa? ) ;ce-tho (Tf) ;cerho ;ce-tho ;cero ;cero 
Cupantopsts glomertflora Radlk. ;die ;die ;die ;die ;die 
Cupaniopsis sp. ;theuk (7) ;theuk ;theuk ;theuk ;theuk 
Cupantopsis sp. ;hmaun (T) 
Storthocalyx chryseus Radlk. ou Gutoa villosa Radlk. ;yaaut (T) ;yaaut ;yaaut ;yaaut ;yaaut 
Dodonaea viscosa (L.) Jaeq. ;wahla / ce-hmwet. (0) ;;wahlaap ;ce-hmwet ;ce-hmwet (W) 
Planchonella sp. ;;yaayuk ;yaayuk ;yaayuk ;yaayuk (Y) 
Argophytlum ntttdum Forst. ;ce-kat (T) ;ce-xat ;ce~kat ;ce-xat ;ce-xat 
Soulamea cardioptera ;;;;;ce-roop (Y) 
Selanum nigrum L., rum Jacq. ;8S. nodtflo- gelethd ;joron ;joron ;joron ;joron 
Solanum torvum Sw. ;ka-vhe-gan guc (7) ;vhe kaa~moo ;;fe bwa-n guc ce-ngeyen 
Datura sp. ;ce-bwajani (T) ;guruguru ;;guruguru ;ce~ngeyen (W) guruguru 
Sonneratta alba Sm. ;jelu (0) ;ce-ulu ;;ce-xulu ;ce~xulu
Melochta odorata L. ;£. thabwac ;thabwac ;thabwac- ;thabwac ;thabwac 
Hertttera littoralts Dryand, ;na-tuut (0) ;;ce-wa 
Symplocos sp. ;vaolo (fF) 
Wikstroemta virtdtflora Meissn. ;ce-hagu (0) ;ce-gon ;;ce-guon ;ce-guon 
Triumfetta rhomboitdea Jacq. ;ucu (2) ;thé-n muté ;ucucu ;ucu ;waat 
Typha angusttfolta L. ;yaak (T) ;dang hun ;yaak ;hooang ;hooang 
Trema vietllardit Schltr. ;hmweedeek ;hmweedeek ;hmwedeek ;hmweedeek ;hmwaadeek 
Pseudoptpturus repandus Skottsb. ;;;ditaalap ;diraalap ;diraalap (W) 
Boehmerta acuminata ;picap / cii-n dik (T) ;piyap ;picap ;Piyap ;piyap 
Ptpturus tneanus ;hahmwe ;hahmwe ;fulek ;phulek ;phulek 
Dendroentde mooret = Laportea photintphylia Wedd.) ;ce-hmapa (7) ;ce-hmava ;ce-hmapa ;ce-hmava ;ce-hmava / damagec 
Cypholophus dectptens H. Winkl. ;ceedit (0) 
Vitex trtfoltata L. ;dadang ;dadang ;dadeng ;dadeng ;dadeng 
Vitex sp. ;;;dadeng mia ;dadeng mia 
Vitex brtfolvata ;;dada-vhelet ;dadeng felet ;dadeng felet ;dadeng phelet (W) 
Vitex paniculata ;dadabiny ;dadabiny ;dadabiik ;dadabiik ;dadabiik
Vitex negundo L. ;;haraak ;haraak ;;haraak 
Vitex sp. ? ;;maaxelo ;maaxelo ;;maaxelo (Y) hiic 
Avicennia officinalis L. ;hyeevic ;hyeevic ;hyeefic ;hyeevic 
Ozera robusta Vieill. ;wa-suuvic (TZ) ;;;wa-suuvic 
Clerodendron inerme (L.) Gaertn. ;duten (0) ;duren ;daavat ;duren 
Prenna sp. ;ce-tha (T) maetana (T) ;ce-tha ;ce-gohyen ;ce~gouc 
Lantana camara L. ;;;;muuc 
Agatton panchert Brongn. ;hmek ;hmek ;hmek ;hmek ;hmek 
Rybanthus caledonteus (Turez.) Cretz ;;hwadi-n bwek ;ce-hwadin mahyooc ;hwadi-n bwek ;hwadi-n bwek 
Cureuma longa L. ;dohany (T) pae-dohan (0) ;dohany / pae~dohany ;dohany ;dongany/pae-dongany ;nyan / kari 
Zingtber zerumbet (L) ;Sm. vanyan (T) ;vanyan ;vat ;vanyan ;vat nyan kayuk 
Zingibéracée sp. ;;;;dongany kac 
Adiantum hispidulum Sw., ADIAN- TACEES ;;;;kaa-n ba ;kaa-n ba (W) 
Acrosttchum aureum L., ADIANTA~ thetelep (T) CEES ;;;;therelep ;therelep (Y) 
Asplentum nidus L., ASPLENIA- CEES ;divhaadik (T) ;thage pwiwiik ;thage pwipwiik ;thage pwiwiik ;thage pwiwiik 
Asplenium sp., ASPLENIACEES ;fwatit (1) 
Azolla ptnnata R. Br., AZOLLA- CEES, petite fougére aquatique ;;;phaatuup ;phaaruup ;phaaruup (W) 
Blechnum gtbbum (Labill.) Mett., BLECHNAGEES ;;hwarak ;hwatak ;hwarak ;hwayak 
Blechnum indicum Burm., BLECH- NACEES ;;;hwalaruet ;hwalaruet ;hwalayuet 
Cyathea sp., CYATHEACEES, fou-~ gére arborescente ;xawa ;;awa ;awa ;kavukavu 
Culettta straminea (Labill.) Maxon, CYATHEACEES ;;hwamwen ;;huamwen ;huamwen
Nephrolepts cordtfolia (L.) Pres] ,DAVALLIACEES ;;“wiwit ;wiwit ;;wiwit 
Davallia solida (Forst.) Sw., DAVALLIACEES et Phymatodes sco- ltependria (Burm.) Ching, POLY- PODIACEES ;;pahit ;walaa-geena ;walaa-geena ;walaa~geena 
Ptertdium aquilinum var. escu- ‘entum Forst., DENNSTAEDTIACEES ;pet ;pet ;pet ;pet ;pet 
Gletchenia dicarpaR. Br., GLEI- CHENIACEES ;thibuyak (0) ;;kuayook 
Gletchenta montaguet Compton et G. flabellata R. Br., GLEICHE- NIACEES ;thidaang (7) ;thidaang ;thidaang ;thidaang ;thijaang 
Lycopodium densum Labill., LY- COPODIACEES ;ka-cicen (T) ;ka-ceyen ;;ka-ceyen ;ka~ceyen 
Marattta attenuata Labill., MA- RATTIACEES ;;dalu ;;dalu 
Angtopterts evecta (Forst. £.) Hoffm., MARATTIACEES ;;dova ;dova 
Christtopterts vartans (Mett.) Copel., POLYPODIACEES ;pahit o ceek (Tf) thuut le ceek (0) 
Mitcrosortum punetatum (L.) Co- pel., POLYPODIACEES ;vhipik ;vhipik ;fipik ;fivik 
Lygedium svandens Sw., SCHIZEA- CEES ;thano ;thano ;thano ;thano ;sano 
Dryopterts truncata Kuntze, THELYPTERIDACEES ;hadap (0) 
Cyelosurus tnvisus (Forst.) Copel., THELYPTERIDACEES ou Ne- phrolepis hirsutula (Forst.) Presl, DAVALLIACEES ;ma (T) ;;ma ;;ma 
algues, mousses ;the ;the ;the ;the ;the 
champignon (nom générique) ;thawac ;thawac ;thawec ;thawec ;thaoc (W) thaac (Y) 
champignon 4 lait blanc, qui pousse par terre (comestible) ;;;;tha-wee-n dit ;tha-wee-n dit 
champignon un peu rouge) pous- se par terre (comestible) ;;;;tha-hnego ;tha-yego 
champignon qui pousse sur le bois le man- geant, sinon il deviente dur) (ne pas rire en ;;;;tha-ngaan ;tha~ngaan
champignon blanc comestible ;;;;thawec pulo 
champignon blanc comestible ;;;;tha-bwa-n mwen 
Agartcus sp., comestible ;thaphaan ;;tha-pmaa-n ;tha-maa~n ;tha-vae-n 
petit champignon qui pousse sur le bois (comestible) ;;;;tha-uva 
champignon sp. ;hapwilo (0) ;;hapwihlo ;;hawilo 
vesse 4 poudre noire ;;;;goda ;goda 
champignon sp. ;thaapu (0) 
arbre 4 fruit collant ;;;;thi-hwayuk ;thi-hwayuk (Y) 
arbre 4 fruit collant ;;;;uligic 
arbre de forét ;;;;daa luk 
plante sp. ;;;;heeme mac 
jonc 4 corbeilles ;nyamwen ;nyamwen ;nyamwen ;nyamwen ;nyamwen (W)
espéce de jonc dans les creeks ;;;;hwahwaruk 
plante op. ;;dadiba 
sing. 1 2 3 ;yo do nya ;wo do ye ;wo do ye ;wo do ye ;mo jo xe 
duel 1 (incl.) } (excl.) 2 3 ;nadu nabu dau yilu ;nedu nebu dau yelu ;nedu nebu dau yelu ;nedu nebu dau yelu ;deyu devu jau delu 
plur. (incl.) (excl.) 1 I 2 3 ;nai nabe dawe yele ;nei nemi dawe yele ;nei nemi daa yele ;neji nemi daa yele ;deye deve jaa dele 
exemples : je viens tu viens il vient ;yo ha-me do ha-me nya ha-me ;wo he-me do he-me ye he-me ;wo hnge-me do hnge-me ye hnge-me ;wo he-me do he-me ye he-me ;mo he-me jo he~me xe he-me 
7.1.2. Compléments directs ;(suffixés au verbe) 
sing. I 2 3 ;-yo -to “sang ;—-wo “ro -yek ;-wo -to ~ek ;“0 -ro -ek ;-ong -yo “ek 
duel 1 1 2 3 (inel.) (excl.) ;-thadu -thabu -tau -tu ;-nedu -nebu ~rau -ru ;~nedu ~nebu -tau -tu ;-nedu -nebu -rau -ru ;-eju -ebu ~yau “ru 
plur. 1 1 2 3 (incl.) (excl.) ;-thai -thabe -tawe -te ;—nei —nemi -rawe -re ;“nei -nemi ~taa -te ;-nei ~nemi -raa -re ;-eje ~ebe -yaa -re 
exemples : il me frappe te frappe il il le frappe (qq'un) ;nya kaa-yo nya kaa-to nya kaa-sang ;ye kaa-wo ye kaa-ro ye kaa~yek ;ye kaa-wo ye kaa-to ye kaa-ek ;ye kaa-o ye kaa-ro ye kaa-ek ;xe kaa-ong xe kaa-yo xe kaa-ek
sing. I 2 3 ;-ng -m on ;-ng —m ;-ng —m ;-ng ;-ng -m -n 
duel 1 1 2 3 (inel.) (exel.) ;-du -bu -u -lu ;-du -bu cu -lu ;-du -bu -u clu ;;-ju -bu ~u -lu 
plur. 1 1 2 3 (inel.) (exel.) ;-i -be -we ~le ;-i ;-i -mi -we -le ;;-je -be ~o -le 
exemples : ma téte ta téte sa téte ;;;bwa-ng bwa-m bwa-n ;bwa-ng bwa-m bwa-n ;bwa-ng bwa-m bwan-n 
mon coeur, je veux ton coeur, tu veux son coeur, il veut ;ny imo-ng ny ima-m nyima-n ;nyamo-ng nyame-m nyame-n ;nyamo-ng nyame-m nyame-n ;nyamo-ng nyame-m nyame-n ;kao-ng kao-m kao-n 
sing. 1 2 3 ;yo do nyang ;wo do yek ;wo do yek ;wo ;dong 
duel 1 1 2 3 (inel.) (excl.) ;nadu nabu dau yilu ;nedu nebu dau yelu ;nedu nebu dau yelu ;nedu nebu dau yelu ;deyu devu jau delu 
plur. 1 1 2 3 Cinel.) (execl.) ;nai nabe dawe yele ;nei nemi dawe yele ;nei nemi daa yele ;nei nemi daa yele ;deye deve jaa dele 
exemples : c'est moi mol, c'est toi toi, c'est lui lui, ;yo yo yo ha-me do do do ha-me nyang nyang nya ha~me ;wo wo wo he-me do do do he-me yek yek ye he-me ;wo wo wo hnge-me do do do hnge-me yek yek ye hnge-me ;wo wo wo he-me do do do he~me yek yek ye he-me ;dong dong mo he-me jo jo dek dek xe he-me 
tu viens ;;;;;jo he-me 
(elu / eelu) et du pluriel (ele / eele). ;;la lére personne du singulier (0) ;et aux 38mes personnes du singulier (ek ;;/ eek), 
c'est grand (qq. ch.) je suis grand tu il est grand (qq'un) ils (duel) sont grands ils sont grands ;hun hun yo hun do hun nyang hun yilu hun yele ;hun hun wo hun do hun yek hun yelu hun yele ;hun hun wo hun do hun eek hun yelu hun yele ;hun hun hun hun hun hun ;hac hac “hac hac hac hac 
es grand ;;;;do eek eelu eele ;dong dek detu dele 
En pije, fwat et nem’, méme série que les pronoms indépendants (cf. En jawe, série particuliére : ;;ci-dessus), sauf a la 3éme personne du singulier. 
sing. . 1 2 3 ;;;;;yeong yeyo yee 
duel 1 1 2 3 (inel.) (excl.) ;;;;;yeju yebu yeyau yeru 
plur. 1 1 2 3 (incl.) (execl.) ;;;;;yeje yebe yeyaa yere 
exemples : ;;;;;yeong sa yeyo sa yee 
je suis ici tues ici il est ici ;yo tha do tha nyaa tha ;wo rha do rha yee rha ;wo tha do tha yee tha ;wo rha do rha yee rha 
sing. ! 2 3 ;ne ne / -n yo / -n do yo do nyang / -n nyang ;/ / -n wo -n do wo do yek / -n yek ne wo ne do ne ek ;/ -n wo / -n do neo / ne do ne ek ;-n (n)o / -n do Li ong li li ;yo ek 
duel 1 | 2 3 (inel.) (excl.) ;ne -n nadu -n nabu nadu / nabu / dau / -n dau yilu / ;nmedu / -n nedu nebu / -n nebu dau / yelu / ;ne nedu / -n nedu ne nebu / -n nebu ne dau / ne elu ;ne nedu / -n nedu ne nebu / -n nebu ne dau / -n dau ne elu ;li eju li ebu li yau li 
plur. 1 1 2 3 (inel.) (execl.) ;ne ne / nai nabe / dawe / yele / -n nai -n nabe -n dawe -n yele ;ne ne / / -n nei nei nemi -n nemi dawe / -n dawe yele / -n yele ;/ -n nei ne nei ne nemi ne daa / -n daa ne ele / -n nemi ne nei ne nemi ne daa / ne ele ;/ -n nei =n nemi / li li li lire ;eje ebe yaa 
il me regarde te regarde il il le regarde (qq'un) ;nya kalo-n yo nya kalo-n do nya kalo-n nyang ;ye ye ye kalo-n wo kalo-n do kalo-n yek ;ye kato-n wo ye kalo-n do ye kalo ne ;ye kato-n (n)o ye kalo-n do ye kalo ne ek ;xe kalo ti ong xe kalo li xe kalo li yo ek 
ma maman ta maman sa maman ;nyaanya-n yo nyaanya-n do nyaanya-n nyang ;nyaanya-n wo nyaanya-n do nyaanya-n yek ;nyaanya-n wo nyaanya-n do nyaanya ne ;nyaanya-n (n)o nyaanya-n do nyaanya ne ;nyaanya Li ong nyaanya li nyaanya Li yo ek 
Aprés les verbes d'adresse, comme "dire", "appeler", le groupe du complément indirect est précédé du prélocatif na ;;;;: 
il me dit il te dit il lui dit ;nya peei na-n yo nya peei na-n do nya peei na-n nyang ;ye ye ye peei na-n wo peei na-n do peei na-n yek ;ye peei na-n wo ye peei na-n do ye peei ;ye peei na-n (n)o ye peei na-n do ye peei ;xe peei na xe peei na xe peei na li ong Li li yo ek 
 1 En ptje, fwat et nemt, ;la préposition ne est enclitique (-n) quand elle suit une voyelle et ;;;précéde une consonne. En nemt 2, ;par exemple,
qui? ;thuu / thuude ;rhuu / rhuude ;thuu / thuude ;rhuu / rhuude ;wede 
quoi?, que? ;da ;ta ;ta ve ve nave ;ta ;da 
ou? (sans mouvement) ;ve ;ve ;;ve /e eve / ee ;pe 
ot? (avec mouvement) ;eve ;eve ;;;pe 
d'ot? ;nave ;nave ;;nave / nae ;nape 
quand? ;théét ;théén ;tneet ;tneen ;théén (Y) tneen (W) 
comment? ;hwabee ;hobee ;hwebee ;hwebee ;sueve 
combien? ;nivit ;nivit ;nivit pmwaa ;neen ;pweneen 
faire quoi? gatif) (verbe interro- ;pwaa : ;fwaa ;;pmwaa ;(Y) pora pmwaa (W) 
pourquoi? ;ai pwaa ;ai fwaa ;ai pmwaa ;ai pmwaa ;ai suave (Y) 
